ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
D13012,"-22,9148","-43,38138",1780399290000,5,600,1780399297000,1780399326000,2026-06-02 09:21:55
C47970,"-22,90702","-43,31249",1780399291000,46,2614,1780399297000,1780399326000,2026-06-02 09:21:55
C47897,"-22,92303","-43,28206",1780399253000,36,306,1780399297000,1780399326000,2026-06-02 09:21:55
C30357,"-22,97288","-43,33565",1780399291000,25,555,1780399297000,1780399326000,2026-06-02 09:21:55
C47897,"-22,92226","-43,28319",1780399267000,38,306,1780399297000,1780399326000,2026-06-02 09:21:55
C47711,"-22,87343","-43,26813",1780399290000,12,361,1780399297000,1780399326000,2026-06-02 09:21:55
C47802,"-22,90632","-43,30579",1780399291000,51,361,1780399297000,1780399326000,2026-06-02 09:21:55
C47681,"-23,01337","-43,46144",1780399291000,17,553,1780399297000,1780399326000,2026-06-02 09:21:55
C47556,"-23,00142","-43,32961",1780399289000,24,554,1780399297000,1780399326000,2026-06-02 09:21:55
C47749,"-22,92282","-43,30982",1780399291000,38,390,1780399297000,1780399326000,2026-06-02 09:21:55
C47897,"-22,9215","-43,28485",1780399286000,33,306,1780399297000,1780399326000,2026-06-02 09:21:55
D13084,"-22,97522","-43,36338",1780399291000,42,880,1780399297000,1780399326000,2026-06-02 09:21:55
C47574,"-22,89609","-43,30689",1780399291000,37,607,1780399297000,1780399326000,2026-06-02 09:21:55
C30079,"-23,00163","-43,27659",1780399292000,18,557,1780399297000,1780399326000,2026-06-02 09:21:55
C47897,"-22,92126","-43,28495",1780399289000,34,306,1780399297000,1780399326000,2026-06-02 09:21:55
D13110,"-22,92689","-43,2336",1780399292000,0,636,1780399297000,1780399326000,2026-06-02 09:21:55
C47530,"-22,95219","-43,34848",1780399290000,0,390,1780399297000,1780399326000,2026-06-02 09:21:55
C47982,"-22,9278","-43,35864",1780399291000,3,2111,1780399297000,1780399326000,2026-06-02 09:21:55
D13158,"-22,91969","-43,37366",1780399291000,18,341,1780399297000,1780399326000,2026-06-02 09:21:55
C47647,"-22,9387","-43,3402",1780399292000,1,390,1780399297000,1780399326000,2026-06-02 09:21:55
C47547,"-23,00342","-43,32464",1780399290000,8,554,1780399297000,1780399326000,2026-06-02 09:21:55
C47464,"-22,93316","-43,37266",1780399291000,0,368,1780399297000,1780399326000,2026-06-02 09:21:55
D13269,"-22,94687","-43,33024",1780399292000,30,987,1780399297000,1780399326000,2026-06-02 09:21:55
D13041,"-22,92018","-43,36025",1780399292000,19,601,1780399297000,1780399326000,2026-06-02 09:21:55
C30015,"-22,92357","-43,3691",1780399291000,15,610,1780399297000,1780399326000,2026-06-02 09:21:55
D13335,"-22,95631","-43,34089",1780399291000,29,861,1780399297000,1780399326000,2026-06-02 09:21:55
C13144,"-22,9826","-43,46382",1780399292000,0,613,1780399297000,1780399326000,2026-06-02 09:21:55
C47906,"-22,92429","-43,31273",1780399292000,24,2110,1780399297000,1780399326000,2026-06-02 09:21:55
C30115,"-22,93439","-43,37814",1780399292000,8,881,1780399297000,1780399326000,2026-06-02 09:21:55
C47968,"-22,9132","-43,2272",1780399292000,0,2110,1780399297000,1780399326000,2026-06-02 09:21:55
C30203,"-22,91883","-43,35995",1780399293000,0,859,1780399297000,1780399326000,2026-06-02 09:21:55
C30096,"-22,9527","-43,35287",1780399292000,24,550,1780399297000,1780399326000,2026-06-02 09:21:55
C30034,"-23,00654","-43,30935",1780399291000,7,565,1780399297000,1780399326000,2026-06-02 09:21:55
C47682,"-23,01321","-43,46268",1780399291000,24,553,1780399297000,1780399326000,2026-06-02 09:21:55
C47648,"-22,99266","-43,25355",1780399292000,18,SV319,1780399297000,1780399326000,2026-06-02 09:21:55
C47466,"-22,92481","-43,37055",1780399293000,0,306,1780399297000,1780399326000,2026-06-02 09:21:55
C47872,"-23,00158","-43,36637",1780399291000,0,692,1780399297000,1780399326000,2026-06-02 09:21:55
C30113,"-22,9236","-43,36907",1780399292000,11,881,1780399297000,1780399326000,2026-06-02 09:21:55
C30180,"-22,99312","-43,32123",1780399291000,0,550,1780399297000,1780399326000,2026-06-02 09:21:55
C47593,"-22,88729","-43,23272",1780399292000,38,348,1780399297000,1780399326000,2026-06-02 09:21:55
C47636,"-22,90049","-43,3032",1780399291000,67,361,1780399297000,1780399326000,2026-06-02 09:21:55
C47758,"-22,94083","-43,18247",1780398960000,1,319,1780399297000,1780399326000,2026-06-02 09:21:55
D13127,"-23,00383","-43,32375",1780399292000,20,863,1780399297000,1780399326000,2026-06-02 09:21:55
C30209,"-22,98053","-43,23237",1780399293000,25,555,1780399297000,1780399326000,2026-06-02 09:21:55
C47897,"-22,921","-43,28488",1780399292000,37,306,1780399297000,1780399326000,2026-06-02 09:21:55
C47643,"-22,91516","-43,38612",1780399292000,0,600,1780399297000,1780399326000,2026-06-02 09:21:55
D86231,"-22,86292","-43,54416",1780399286000,0,SV853,1780399297000,1780399326000,2026-06-02 09:21:55
D86161,"-22,92463","-43,56952",1780399287000,22,838,1780399297000,1780399326000,2026-06-02 09:21:55
D86017,"-22,87585","-43,46365",1780399286000,11,SP864,1780399297000,1780399326000,2026-06-02 09:21:55
D86239,"-22,89101","-43,527",1780399287000,9,855,1780399297000,1780399326000,2026-06-02 09:21:55
D86134,"-22,94399","-43,59392",1780399287000,18,838,1780399297000,1780399326000,2026-06-02 09:21:55
D86166,"-22,93005","-43,57395",1780399286000,0,838,1780399297000,1780399326000,2026-06-02 09:21:55
D86290,"-22,88025","-43,47105",1780399286000,44,918,1780399297000,1780399326000,2026-06-02 09:21:55
D86036,"-22,99366","-43,59527",1780399287000,18,856,1780399297000,1780399326000,2026-06-02 09:21:55
D86302,"-22,91131","-43,56541",1780399287000,33,852,1780399297000,1780399326000,2026-06-02 09:21:55
D86282,"-22,86526","-43,42113",1780399288000,11,SV853,1780399297000,1780399326000,2026-06-02 09:21:55
D86071,"-22,94016","-43,56593",1780399288000,29,845,1780399297000,1780399326000,2026-06-02 09:21:55
D86308,"-22,98717","-43,55709",1780399288000,22,854,1780399297000,1780399326000,2026-06-02 09:21:55
D86074,"-22,8826","-43,48678",1780399287000,0,SP864,1780399297000,1780399326000,2026-06-02 09:21:55
D86140,"-22,90989","-43,5631",1780399287000,0,836,1780399297000,1780399326000,2026-06-02 09:21:55
D86745,"-23,01051","-43,45041",1780399287000,0,2803,1780399297000,1780399326000,2026-06-02 09:21:55
D86055,"-22,95177","-43,60661",1780399287000,18,SV866,1780399297000,1780399326000,2026-06-02 09:21:55
D86133,"-22,87281","-43,41661",1780399287000,25,SP918,1780399297000,1780399326000,2026-06-02 09:21:55
D86013,"-22,88144","-43,49829",1780399288000,31,SP864,1780399297000,1780399326000,2026-06-02 09:21:55
D86131,"-22,94047","-43,58065",1780399287000,16,834,1780399297000,1780399326000,2026-06-02 09:21:55
D86358,"-22,8667","-43,40425",1780399287000,42,883,1780399297000,1780399326000,2026-06-02 09:21:55
D86125,"-22,99649","-43,62706",1780399288000,20,856,1780399297000,1780399326000,2026-06-02 09:21:55
D86298,"-22,87153","-43,33608",1780399289000,14,918,1780399297000,1780399326000,2026-06-02 09:21:55
D86019,"-22,94975","-43,60458",1780399288000,35,838,1780399297000,1780399326000,2026-06-02 09:21:55
D86338,"-22,96514","-43,64759",1780399288000,0,SV866,1780399297000,1780399326000,2026-06-02 09:21:55
D86039,"-22,95059","-43,64219",1780399289000,33,897,1780399297000,1780399326000,2026-06-02 09:21:55
D86294,"-22,87868","-43,42794",1780399287000,9,918,1780399297000,1780399326000,2026-06-02 09:21:55
D86022,"-22,91656","-43,62887",1780399288000,11,897,1780399297000,1780399326000,2026-06-02 09:21:55
D86025,"-22,91884","-43,63388",1780399289000,25,897,1780399297000,1780399326000,2026-06-02 09:21:55
D86068,"-22,87633","-43,46365",1780399288000,0,802,1780399297000,1780399326000,2026-06-02 09:21:55
D86269,"-22,92285","-43,56506",1780399288000,25,867,1780399297000,1780399326000,2026-06-02 09:21:55
D86201,"-22,87554","-43,4658",1780399289000,20,SP864,1780399297000,1780399326000,2026-06-02 09:21:55
D86276,"-22,85813","-43,32928",1780399288000,14,918,1780399297000,1780399326000,2026-06-02 09:21:55
D86322,"-22,86265","-43,44262",1780399289000,12,853,1780399297000,1780399326000,2026-06-02 09:21:55
D86038,"-22,94612","-43,64004",1780399288000,20,897,1780399297000,1780399326000,2026-06-02 09:21:55
D86320,"-22,88099","-43,51006",1780399290000,13,864,1780399297000,1780399326000,2026-06-02 09:21:55
D86289,"-22,9618","-43,60775",1780399289000,22,852,1780399297000,1780399326000,2026-06-02 09:21:55
D86145,"-23,02986","-43,56329",1780399289000,20,867,1780399297000,1780399326000,2026-06-02 09:21:55
D86056,"-22,96185","-43,6076",1780399289000,20,838,1780399297000,1780399326000,2026-06-02 09:21:55
D86241,"-22,89427","-43,53183",1780399289000,0,855,1780399297000,1780399326000,2026-06-02 09:21:55
D86373,"-22,85381","-43,38434",1780399289000,16,855,1780399297000,1780399326000,2026-06-02 09:21:55
D86006,"-22,90153","-43,55547",1780399290000,0,864,1780399297000,1780399326000,2026-06-02 09:21:55
D86144,"-22,87555","-43,465",1780399289000,31,918,1780399297000,1780399326000,2026-06-02 09:21:55
D86060,"-22,93659","-43,58447",1780399290000,3,SV866,1780399297000,1780399326000,2026-06-02 09:21:55
D86122,"-22,99982","-43,63432",1780399290000,12,857,1780399297000,1780399326000,2026-06-02 09:21:55
D86035,"-22,95846","-43,65006",1780399290000,61,897,1780399297000,1780399326000,2026-06-02 09:21:55
D86172,"-22,99389","-43,59504",1780399290000,33,854,1780399298000,1780399326000,2026-06-02 09:21:55
D86173,"-22,9015","-43,55532",1780399290000,0,884,1780399298000,1780399326000,2026-06-02 09:21:55
D86295,"-22,88777","-43,48048",1780399287000,37,918,1780399298000,1780399326000,2026-06-02 09:21:55
D86755,"-22,99232","-43,25198",1780399290000,0,2338,1780399298000,1780399326000,2026-06-02 09:21:55
D13252,"-22,90224","-43,18207",1780399293000,0,341,1780399298000,1780399326000,2026-06-02 09:21:55
D13289,"-22,92051","-43,25938",1780399293000,0,636,1780399298000,1780399326000,2026-06-02 09:21:55
C47963,"-22,94991","-43,34837",1780399292000,0,2111,1780399298000,1780399326000,2026-06-02 09:21:55
D13172,"-23,01427","-43,298",1780399292000,24,878,1780399298000,1780399326000,2026-06-02 09:21:55
C47688,"-22,99076","-43,50299",1780399291000,50,554,1780399298000,1780399326000,2026-06-02 09:21:55
C47758,"-22,94064","-43,18264",1780398985000,7,319,1780399298000,1780399326000,2026-06-02 09:21:55
D13251,"-22,9038","-43,30451",1780399293000,56,614,1780399298000,1780399326000,2026-06-02 09:21:55
C47670,"-22,90472","-43,35685",1780399292000,14,353,1780399298000,1780399326000,2026-06-02 09:21:55
C47810,"-23,00024","-43,33565",1780399293000,39,SV319,1780399298000,1780399326000,2026-06-02 09:21:55
D13259,"-22,91427","-43,37506",1780399292000,8,341,1780399298000,1780399326000,2026-06-02 09:21:55
D13286,"-22,93848","-43,34786",1780399293000,16,341,1780399298000,1780399326000,2026-06-02 09:21:55
C30080,"-23,00672","-43,45816",1780399293000,11,954,1780399298000,1780399326000,2026-06-02 09:21:55
C30133,"-22,93924","-43,34176",1780399293000,10,565,1780399298000,1780399326000,2026-06-02 09:21:55
C30224,"-22,98308","-43,36536",1780399292000,32,900,1780399298000,1780399326000,2026-06-02 09:21:55
C30020,"-22,93045","-43,35352",1780399292000,17,565,1780399298000,1780399326000,2026-06-02 09:21:55
C30114,"-22,87251","-43,24488",1780399293000,41,343,1780399298000,1780399326000,2026-06-02 09:21:55
D13332,"-22,95888","-43,35715",1780399293000,25,880,1780399298000,1780399326000,2026-06-02 09:21:55
C30100,"-22,99694","-43,45023",1780399294000,18,954,1780399298000,1780399326000,2026-06-02 09:21:55
D13123,"-22,97585","-43,3637",1780399293000,40,862,1780399298000,1780399326000,2026-06-02 09:21:55
C47468,"-22,92882","-43,35391",1780399294000,4,306,1780399298000,1780399326000,2026-06-02 09:21:55
C47697,"-22,97363","-43,36609",1780399294000,11,613,1780399298000,1780399326000,2026-06-02 09:21:55
D13507,"-22,89243","-43,32347",1780399294000,0,636,1780399298000,1780399326000,2026-06-02 09:21:55
C47994,"-22,90472","-43,18314",1780399294000,6,2110,1780399298000,1780399326000,2026-06-02 09:21:55
C47745,"-22,8966","-43,21402",1780399293000,44,361,1780399298000,1780399326000,2026-06-02 09:21:55
C30345,"-22,93861","-43,34622",1780399294000,3,766,1780399298000,1780399326000,2026-06-02 09:21:55
C47508,"-22,95166","-43,34968",1780399293000,12,600,1780399298000,1780399326000,2026-06-02 09:21:55
C47775,"-23,00076","-43,37722",1780399293000,25,553,1780399298000,1780399326000,2026-06-02 09:21:55
D13167,"-22,91837","-43,36086",1780399293000,0,878,1780399298000,1780399326000,2026-06-02 09:21:55
C47659,"-23,01207","-43,46273",1780399292000,26,554,1780399298000,1780399326000,2026-06-02 09:21:55
C30181,"-22,98673","-43,30532",1780399294000,26,550,1780399298000,1780399326000,2026-06-02 09:21:55
C47778,"-22,98253","-43,36538",1780399295000,43,692,1780399298000,1780399326000,2026-06-02 09:21:55
C47758,"-22,93955","-43,18292",1780399015000,24,319,1780399298000,1780399326000,2026-06-02 09:21:55
D13151,"-22,91175","-43,27416",1780399292000,25,636,1780399298000,1780399326000,2026-06-02 09:21:55
D13124,"-22,97367","-43,3335",1780399294000,0,880,1780399298000,1780399326000,2026-06-02 09:21:55
D13088,"-22,95633","-43,34696",1780399293000,0,880,1780399298000,1780399326000,2026-06-02 09:21:55
C30347,"-22,92468","-43,3149",1780399294000,0,766,1780399298000,1780399326000,2026-06-02 09:21:55
C30362,"-22,9884","-43,31109",1780399294000,14,555,1780399298000,1780399326000,2026-06-02 09:21:55
C13152,"-22,9269","-43,23348",1780399294000,0,636,1780399298000,1780399326000,2026-06-02 09:21:55
C47749,"-22,92284","-43,31012",1780399294000,35,390,1780399298000,1780399326000,2026-06-02 09:21:55
C47758,"-22,93784","-43,18343",1780399045000,24,319,1780399298000,1780399326000,2026-06-02 09:21:55
C47585,"-22,98768","-43,3654",1780399294000,37,691,1780399298000,1780399326000,2026-06-02 09:21:55
C47624,"-22,92721","-43,36083",1780399294000,6,306,1780399298000,1780399326000,2026-06-02 09:21:55
C30015,"-22,92349","-43,36912",1780399293000,17,610,1780399298000,1780399326000,2026-06-02 09:21:55
D13215,"-22,91953","-43,37327",1780399233000,22,803,1780399298000,1780399326000,2026-06-02 09:21:55
C30012,"-22,9276","-43,34426",1780399294000,18,610,1780399298000,1780399326000,2026-06-02 09:21:55
C47756,"-23,00028","-43,41006",1780399294000,11,554,1780399298000,1780399326000,2026-06-02 09:21:55
D13070,"-22,92178","-43,37375",1780399295000,0,803,1780399298000,1780399326000,2026-06-02 09:21:55
C47682,"-23,01334","-43,46266",1780399293000,26,553,1780399298000,1780399326000,2026-06-02 09:21:55
C47533,"-22,98013","-43,49123",1780399293000,28,554,1780399298000,1780399326000,2026-06-02 09:21:55
D13271,"-22,95664","-43,39399",1780399291000,0,861,1780399298000,1780399326000,2026-06-02 09:21:55
C47723,"-22,92332","-43,3346",1780399294000,21,SPA613,1780399298000,1780399326000,2026-06-02 09:21:55
D13215,"-22,9203","-43,37476",1780399254000,21,803,1780399298000,1780399326000,2026-06-02 09:21:55
C47930,"-22,93414","-43,32851",1780399295000,44,2110,1780399298000,1780399326000,2026-06-02 09:21:55
C30214,"-22,92289","-43,37439",1780399294000,10,900,1780399298000,1780399326000,2026-06-02 09:21:55
C47605,"-22,93762","-43,33731",1780399295000,19,600,1780399298000,1780399326000,2026-06-02 09:21:55
C30101,"-22,93086","-43,39401",1780399294000,30,SV831,1780399298000,1780399326000,2026-06-02 09:21:55
C30223,"-23,00654","-43,31124",1780399295000,11,343,1780399298000,1780399326000,2026-06-02 09:21:55
D13215,"-22,92023","-43,37486",1780399256000,24,803,1780399298000,1780399326000,2026-06-02 09:21:55
D13128,"-22,90124","-43,2784",1780399295000,13,692,1780399298000,1780399326000,2026-06-02 09:21:55
D13063,"-22,90048","-43,3824",1780399290000,50,803,1780399298000,1780399326000,2026-06-02 09:21:55
D13215,"-22,9185","-43,37613",1780399286000,19,803,1780399298000,1780399326000,2026-06-02 09:21:55
C30220,"-23,00655","-43,31647",1780399295000,27,343,1780399298000,1780399326000,2026-06-02 09:21:55
C47592,"-22,95467","-43,35467",1780399295000,12,348,1780399298000,1780399326000,2026-06-02 09:21:55
C47688,"-22,99105","-43,50324",1780399294000,51,554,1780399298000,1780399326000,2026-06-02 09:21:55
C30046,"-23,00879","-43,28977",1780399294000,20,557,1780399298000,1780399326000,2026-06-02 09:21:55
D13054,"-22,91691","-43,2616",1780399295000,30,636,1780399298000,1780399326000,2026-06-02 09:21:55
C30055,"-22,9915","-43,31143",1780399294000,0,343,1780399298000,1780399326000,2026-06-02 09:21:55
C30230,"-22,95148","-43,34791",1780399294000,0,SP343,1780399298000,1780399326000,2026-06-02 09:21:55
C47490,"-22,92316","-43,29369",1780399295000,24,390,1780399298000,1780399326000,2026-06-02 09:21:55
C47540,"-22,93683","-43,37059",1780399294000,4,691,1780399298000,1780399326000,2026-06-02 09:21:55
C47511,"-22,92572","-43,33967",1780399295000,18,613,1780399298000,1780399326000,2026-06-02 09:21:55
C30113,"-22,92352","-43,36908",1780399295000,11,881,1780399298000,1780399326000,2026-06-02 09:21:55
D13137,"-22,93579","-43,37196",1780399295000,0,803,1780399298000,1780399326000,2026-06-02 09:21:55
C47645,"-22,95255","-43,3517",1780399295000,0,600,1780399298000,1780399326000,2026-06-02 09:21:55
C30352,"-22,97907","-43,22279",1780399295000,0,550,1780399298000,1780399326000,2026-06-02 09:21:55
C47459,"-22,95525","-43,17837",1780399294000,0,553,1780399298000,1780399326000,2026-06-02 09:21:55
D13169,"-22,91569","-43,36123",1780399295000,0,878,1780399298000,1780399326000,2026-06-02 09:21:55
C47479,"-22,98055","-43,49089",1780399296000,0,613,1780399298000,1780399326000,2026-06-02 09:21:55
C47537,"-22,9415","-43,37236",1780399296000,17,348,1780399298000,1780399326000,2026-06-02 09:21:55
C30105,"-22,99563","-43,36615",1780399296000,18,565,1780399298000,1780399326000,2026-06-02 09:21:55
C30369,"-23,0044","-43,3042",1780399296000,34,550,1780399298000,1780399326000,2026-06-02 09:21:55
D13218,"-22,9918","-43,32124",1780399295000,13,863,1780399298000,1780399326000,2026-06-02 09:21:55
C30108,"-23,02238","-43,48225",1780399296000,29,954,1780399298000,1780399326000,2026-06-02 09:21:55
C13112,"-23,00706","-43,30285",1780399293000,26,SV863,1780399298000,1780399326000,2026-06-02 09:21:55
D13172,"-23,01418","-43,29783",1780399295000,23,878,1780399298000,1780399326000,2026-06-02 09:21:55
B71088,"-22,90513","-43,29168",1780399288000,0,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71075,"-22,96772","-43,18448",1780399287000,17,455,1780399298000,1780399326000,2026-06-02 09:21:55
B71031,"-22,97849","-43,19084",1780399287000,3,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71136,"-22,91722","-43,21076",1780399288000,16,239,1780399298000,1780399326000,2026-06-02 09:21:55
B71055,"-22,96936","-43,18506",1780399287000,0,455,1780399298000,1780399326000,2026-06-02 09:21:55
B71044,"-22,91109","-43,22456",1780399288000,5,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71064,"-22,89834","-43,29538",1780399288000,13,238,1780399298000,1780399326000,2026-06-02 09:21:55
B71032,"-22,90231","-43,26506",1780399289000,0,239,1780399298000,1780399326000,2026-06-02 09:21:55
B71046,"-22,91018","-43,23233",1780399288000,18,247,1780399298000,1780399326000,2026-06-02 09:21:55
