ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
C51572,-22.90931,-43.22367,2026-06-02 09:04:35-03:00,11,371,2026-06-02 09:04:42-03:00,2026-06-02 09:04:48-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,7.0,6.0
B25558,-22.8987,-43.21215,2026-06-02 08:43:00-03:00,19,606,2026-06-02 08:43:08-03:00,2026-06-02 08:43:12-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,8.0,4.0
C50151,-22.91396,-43.20488,2026-06-02 08:49:23-03:00,26,301,2026-06-02 08:49:35-03:00,2026-06-02 08:49:44-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,12.0,9.0
B28514,-22.90238,-43.18159,2026-06-02 08:33:08-03:00,0,324,2026-06-02 08:33:16-03:00,2026-06-02 08:33:25-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,8.0,9.0
D33233,-22.84672,-43.46611,2026-06-02 08:55:25-03:00,0,764,2026-06-02 08:57:56-03:00,2026-06-02 08:58:21-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,151.0,25.0
D86169,-22.92406,-43.56091,2026-06-02 09:14:46-03:00,27,843,2026-06-02 09:14:58-03:00,2026-06-02 09:15:13-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,12.0,15.0
D13079,-22.88472,-43.44269,2026-06-02 09:07:41-03:00,28,801,2026-06-02 09:07:54-03:00,2026-06-02 09:08:24-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,13.0,30.0
D12139,-23.01109,-43.45243,2026-06-02 08:28:14-03:00,33,2335,2026-06-02 08:29:49-03:00,2026-06-02 08:30:11-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,95.0,22.0
C30042,-22.91656,-43.36171,2026-06-02 09:04:55-03:00,14,565,2026-06-02 09:05:03-03:00,2026-06-02 09:05:18-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,8.0,15.0
A72070,-22.93117,-43.17942,2026-06-02 09:01:36-03:00,0,422,2026-06-02 09:01:43-03:00,2026-06-02 09:02:06-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,7.0,23.0
A29210,-22.84205,-43.26908,2026-06-02 08:24:26-03:00,0,350,2026-06-02 08:24:37-03:00,2026-06-02 08:24:46-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,11.0,9.0
A71569,-22.90448,-43.19197,2026-06-02 08:29:34-03:00,0,100,2026-06-02 08:29:40-03:00,2026-06-02 08:29:48-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,6.0,8.0
B32543,-22.88107,-43.25736,2026-06-02 08:41:05-03:00,48,SP265,2026-06-02 08:41:08-03:00,2026-06-02 08:41:41-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,3.0,33.0
C47885,-22.91737,-43.28209,2026-06-02 09:00:58-03:00,46,306,2026-06-02 09:02:46-03:00,2026-06-02 09:03:15-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,108.0,29.0
B51586,-22.87841,-43.35865,2026-06-02 08:30:51-03:00,0,917,2026-06-02 08:30:58-03:00,2026-06-02 08:31:04-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,7.0,6.0
B10058,-22.79088,-43.16764,2026-06-02 09:18:00-03:00,38,328,2026-06-02 09:18:06-03:00,2026-06-02 09:18:14-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,6.0,8.0
B27071,-22.84654,-43.31176,2026-06-02 08:51:34-03:00,31,928,2026-06-02 08:51:48-03:00,2026-06-02 08:51:58-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,14.0,10.0
A72146,-22.93998,-43.19977,2026-06-02 08:39:03-03:00,13,165,2026-06-02 08:39:09-03:00,2026-06-02 08:39:38-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,6.0,29.0
B32504,-22.89943,-43.27865,2026-06-02 08:57:59-03:00,9,688,2026-06-02 08:58:08-03:00,2026-06-02 08:58:32-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,9.0,24.0
C47518,-22.97878,-43.49222,2026-06-02 08:45:46-03:00,5,613,2026-06-02 08:45:53-03:00,2026-06-02 08:46:19-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,7.0,26.0
D86051,-22.96876,-43.62182,2026-06-02 09:02:32-03:00,40,852,2026-06-02 09:02:39-03:00,2026-06-02 09:02:51-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,7.0,12.0
B27213,-22.82775,-43.32158,2026-06-02 09:04:14-03:00,22,LECD145,2026-06-02 09:04:23-03:00,2026-06-02 09:04:48-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,9.0,25.0
C47871,-22.89735,-43.30186,2026-06-02 08:32:55-03:00,38,692,2026-06-02 08:33:01-03:00,2026-06-02 08:33:26-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,6.0,25.0
D12122,-22.93739,-43.65532,2026-06-02 08:38:39-03:00,0,2303,2026-06-02 08:38:47-03:00,2026-06-02 08:38:52-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,8.0,5.0
A72170,-22.93617,-43.19004,2026-06-02 08:58:19-03:00,5,165,2026-06-02 08:58:22-03:00,2026-06-02 08:58:32-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,3.0,10.0
B58177,-22.8689,-43.26785,2026-06-02 08:23:43-03:00,33,622,2026-06-02 08:23:54-03:00,2026-06-02 08:24:17-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,11.0,23.0
B10083,-22.83975,-43.23899,2026-06-02 08:37:56-03:00,0,901,2026-06-02 08:38:05-03:00,2026-06-02 08:38:20-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,9.0,15.0
C30116,-23.00622,-43.45773,2026-06-02 09:01:34-03:00,24,954,2026-06-02 09:01:43-03:00,2026-06-02 09:02:13-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,9.0,30.0
B58064,-22.89499,-43.22006,2026-06-02 08:40:52-03:00,22,312,2026-06-02 08:40:53-03:00,2026-06-02 08:41:08-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,1.0,15.0
A48083,-22.96617,-43.17879,2026-06-02 08:47:51-03:00,27,169,2026-06-02 08:48:00-03:00,2026-06-02 08:48:28-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,9.0,28.0
C47614,-23.00045,-43.35019,2026-06-02 08:53:19-03:00,18,319,2026-06-02 08:53:28-03:00,2026-06-02 08:54:00-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,9.0,32.0
D33067,-22.87718,-43.52988,2026-06-02 08:29:55-03:00,4,790,2026-06-02 08:30:07-03:00,2026-06-02 08:30:28-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,12.0,21.0
A48073,-22.92331,-43.20869,2026-06-02 09:10:04-03:00,14,426,2026-06-02 09:11:13-03:00,2026-06-02 09:11:30-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,69.0,17.0
C47556,-22.9892,-43.22766,2026-06-02 09:04:08-03:00,36,554,2026-06-02 09:04:20-03:00,2026-06-02 09:04:47-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,12.0,27.0
C47590,-22.97326,-43.18584,2026-06-02 09:20:40-03:00,0,553,2026-06-02 09:20:48-03:00,2026-06-02 09:21:15-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,8.0,27.0
C30228,-22.88692,-43.2314,2026-06-02 08:44:00-03:00,40,343,2026-06-02 08:44:07-03:00,2026-06-02 08:44:16-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,7.0,9.0
A71565,-22.95695,-43.17736,2026-06-02 09:02:12-03:00,39,169,2026-06-02 09:02:14-03:00,2026-06-02 09:02:29-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,2.0,15.0
D86055,-22.97491,-43.64804,2026-06-02 08:58:58-03:00,0,SV866,2026-06-02 08:59:04-03:00,2026-06-02 08:59:14-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,6.0,10.0
B28539,-22.82353,-43.23088,2026-06-02 09:09:18-03:00,48,696,2026-06-02 09:09:29-03:00,2026-06-02 09:09:45-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,11.0,16.0
B10039,-22.90469,-43.18954,2026-06-02 08:48:12-03:00,0,328,2026-06-02 08:48:15-03:00,2026-06-02 08:48:33-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,3.0,18.0
D86302,-22.98543,-43.65044,2026-06-02 09:11:04-03:00,9,852,2026-06-02 09:11:13-03:00,2026-06-02 09:11:37-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,9.0,24.0
D33199,-22.84725,-43.38046,2026-06-02 09:16:30-03:00,60,790,2026-06-02 09:16:44-03:00,2026-06-02 09:16:55-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,14.0,11.0
B31099,-22.8867,-43.22985,2026-06-02 09:08:54-03:00,0,484,2026-06-02 09:09:00-03:00,2026-06-02 09:09:06-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,6.0,6.0
C47775,-23.00716,-43.31098,2026-06-02 08:52:48-03:00,0,553,2026-06-02 08:52:56-03:00,2026-06-02 08:53:29-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,8.0,33.0
D86067,-22.93221,-43.56201,2026-06-02 08:47:12-03:00,0,843,2026-06-02 08:47:20-03:00,2026-06-02 08:47:22-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,8.0,2.0
D13018,-22.90724,-43.37929,2026-06-02 08:39:12-03:00,16,803,2026-06-02 08:39:21-03:00,2026-06-02 08:39:38-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,9.0,17.0
C27057,-22.86054,-43.32969,2026-06-02 09:00:00-03:00,0,940,2026-06-02 09:00:11-03:00,2026-06-02 09:00:42-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,31.0
A48045,-22.91518,-43.19473,2026-06-02 09:05:00-03:00,22,426,2026-06-02 09:05:16-03:00,2026-06-02 09:05:21-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,16.0,5.0
C50067,-22.93695,-43.37179,2026-06-02 08:46:14-03:00,0,810,2026-06-02 08:46:25-03:00,2026-06-02 08:46:40-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,11.0,15.0
D17099,-22.9086,-43.68777,2026-06-02 08:41:03-03:00,0,840,2026-06-02 08:41:16-03:00,2026-06-02 08:41:21-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,13.0,5.0
C47495,-23.00071,-43.38003,2026-06-02 08:23:50-03:00,0,315,2026-06-02 08:23:56-03:00,2026-06-02 08:24:11-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,6.0,15.0
C47478,-22.97941,-43.22448,2026-06-02 09:18:34-03:00,0,553,2026-06-02 09:18:40-03:00,2026-06-02 09:19:12-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,6.0,32.0
B10057,-22.8173,-43.23888,2026-06-02 08:47:26-03:00,40,SV922,2026-06-02 08:47:33-03:00,2026-06-02 08:48:02-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,7.0,29.0
A29005,-22.93136,-43.20895,2026-06-02 08:58:11-03:00,0,160,2026-06-02 08:58:19-03:00,2026-06-02 08:58:30-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,8.0,11.0
D33283,-22.81715,-43.30622,2026-06-02 08:28:39-03:00,50,397,2026-06-02 08:28:45-03:00,2026-06-02 08:28:49-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,6.0,4.0
B25562,-22.91272,-43.22684,2026-06-02 09:17:44-03:00,19,249,2026-06-02 09:17:46-03:00,2026-06-02 09:17:59-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,2.0,13.0
B51518,-22.83991,-43.39894,2026-06-02 08:28:45-03:00,0,624,2026-06-02 08:28:53-03:00,2026-06-02 08:29:01-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,8.0,8.0
D86196,-22.9294,-43.55494,2026-06-02 09:00:26-03:00,0,820,2026-06-02 09:00:36-03:00,2026-06-02 09:00:47-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,10.0,11.0
A48015,-22.91549,-43.19441,2026-06-02 09:09:45-03:00,62,117,2026-06-02 09:09:59-03:00,2026-06-02 09:10:29-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,14.0,30.0
B10018,-22.81426,-43.18756,2026-06-02 08:34:53-03:00,0,MANUTENCAO,2026-06-02 08:34:57-03:00,2026-06-02 08:35:17-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,4.0,20.0
A50194,-22.92391,-43.22855,2026-06-02 08:31:54-03:00,29,220,2026-06-02 08:32:03-03:00,2026-06-02 08:32:20-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,9.0,17.0
B27040,-22.82837,-43.32452,2026-06-02 09:20:15-03:00,14,639,2026-06-02 09:20:24-03:00,2026-06-02 09:20:42-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,9.0,18.0
C50027,-22.98049,-43.50595,2026-06-02 08:44:03-03:00,25,810,2026-06-02 08:44:09-03:00,2026-06-02 08:44:37-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,6.0,28.0
D53600,-22.85932,-43.40617,2026-06-02 08:28:26-03:00,42,388,2026-06-02 08:28:34-03:00,2026-06-02 08:28:49-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,8.0,15.0
D33403,-22.93722,-43.66752,2026-06-02 08:23:14-03:00,6,759,2026-06-02 08:23:21-03:00,2026-06-02 08:23:43-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,7.0,22.0
C47526,-22.92573,-43.35976,2026-06-02 08:23:38-03:00,0,390,2026-06-02 08:23:46-03:00,2026-06-02 08:24:11-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,8.0,25.0
D53575,-22.86461,-43.43186,2026-06-02 08:30:08-03:00,3,397,2026-06-02 08:30:20-03:00,2026-06-02 08:30:21-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,12.0,1.0
C30340,-22.95061,-43.3589,2026-06-02 08:31:50-03:00,0,990,2026-06-02 08:31:56-03:00,2026-06-02 08:32:24-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,6.0,28.0
B32530,-22.9634,-43.17849,2026-06-02 09:04:16-03:00,11,LECD132,2026-06-02 09:04:29-03:00,2026-06-02 09:04:41-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,13.0,12.0
D13275,-22.97637,-43.33228,2026-06-02 09:12:02-03:00,11,861,2026-06-02 09:12:08-03:00,2026-06-02 09:12:31-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,6.0,23.0
B31079,-22.84634,-43.26676,2026-06-02 09:00:57-03:00,3,483,2026-06-02 09:01:08-03:00,2026-06-02 09:01:26-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,18.0
B11561,-22.85331,-43.35159,2026-06-02 09:18:51-03:00,35,362,2026-06-02 09:18:53-03:00,2026-06-02 09:19:14-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,2.0,21.0
D53568,-22.86515,-43.35666,2026-06-02 08:54:17-03:00,25,786,2026-06-02 08:54:22-03:00,2026-06-02 08:54:23-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,5.0,1.0
C30044,-22.99238,-43.25207,2026-06-02 08:31:08-03:00,0,557,2026-06-02 08:31:45-03:00,2026-06-02 08:31:54-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,37.0,9.0
B11508,-22.86407,-43.36101,2026-06-02 08:46:38-03:00,12,669,2026-06-02 08:46:45-03:00,2026-06-02 08:47:02-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,7.0,17.0
D33066,-22.88355,-43.4949,2026-06-02 08:30:38-03:00,10,ESPECIAL,2026-06-02 08:30:47-03:00,2026-06-02 08:31:00-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,9.0,13.0
B44616,-22.89191,-43.28093,2026-06-02 08:39:10-03:00,1,638,2026-06-02 08:39:21-03:00,2026-06-02 08:39:27-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,11.0,6.0
C50027,-22.98363,-43.47051,2026-06-02 08:54:47-03:00,31,810,2026-06-02 08:54:52-03:00,2026-06-02 08:55:22-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,5.0,30.0
A29219,-22.94124,-43.18245,2026-06-02 08:23:15-03:00,0,474,2026-06-02 08:23:25-03:00,2026-06-02 08:23:45-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,10.0,20.0
B10017,-22.86998,-43.23269,2026-06-02 09:08:00-03:00,0,327,2026-06-02 09:08:05-03:00,2026-06-02 09:08:29-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,5.0,24.0
A72088,-22.94758,-43.18261,2026-06-02 08:26:19-03:00,13,410,2026-06-02 08:28:04-03:00,2026-06-02 08:28:24-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,105.0,20.0
D86053,-22.90527,-43.55797,2026-06-02 08:38:06-03:00,29,838,2026-06-02 08:38:14-03:00,2026-06-02 08:38:36-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,8.0,22.0
B71015,-22.89659,-43.28319,2026-06-02 09:00:24-03:00,1,457,2026-06-02 09:00:30-03:00,2026-06-02 09:00:56-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,6.0,26.0
D17069,-22.91191,-43.6794,2026-06-02 08:25:13-03:00,14,840,2026-06-02 08:25:18-03:00,2026-06-02 08:25:31-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,5.0,13.0
D33231,-22.84908,-43.38407,2026-06-02 09:05:35-03:00,7,791,2026-06-02 09:05:41-03:00,2026-06-02 09:06:04-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,6.0,23.0
B11507,-22.87821,-43.35949,2026-06-02 08:43:34-03:00,0,678,2026-06-02 08:43:36-03:00,2026-06-02 08:43:58-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,2.0,22.0
D86055,-22.96735,-43.64148,2026-06-02 08:48:42-03:00,0,SV866,2026-06-02 08:48:46-03:00,2026-06-02 08:48:57-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,4.0,11.0
C50042,-22.98816,-43.48719,2026-06-02 08:30:57-03:00,43,SP810,2026-06-02 08:31:06-03:00,2026-06-02 08:31:19-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,9.0,13.0
B11649,-22.89468,-43.32025,2026-06-02 08:42:21-03:00,37,651,2026-06-02 08:42:23-03:00,2026-06-02 08:42:26-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,2.0,3.0
B28515,-22.895,-43.25372,2026-06-02 08:36:59-03:00,8,696,2026-06-02 08:37:11-03:00,2026-06-02 08:37:30-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,12.0,19.0
B28570,-22.91062,-43.20882,2026-06-02 08:49:53-03:00,36,321,2026-06-02 08:50:02-03:00,2026-06-02 08:50:17-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,9.0,15.0
C50139,-22.96775,-43.27923,2026-06-02 09:15:21-03:00,29,301,2026-06-02 09:15:29-03:00,2026-06-02 09:15:52-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,8.0,23.0
C47462,-22.90741,-43.30954,2026-06-02 09:15:56-03:00,27,315,2026-06-02 09:16:03-03:00,2026-06-02 09:16:36-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,7.0,33.0
A29042,-22.89695,-43.24029,2026-06-02 08:25:01-03:00,1,711,2026-06-02 08:25:09-03:00,2026-06-02 08:25:17-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,8.0,8.0
A50071,-22.90286,-43.21041,2026-06-02 09:01:41-03:00,40,302,2026-06-02 09:01:45-03:00,2026-06-02 09:02:01-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,4.0,16.0
D86018,-22.85998,-43.39026,2026-06-02 08:56:04-03:00,42,918,2026-06-02 08:56:12-03:00,2026-06-02 08:56:39-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,8.0,27.0
D33281,-22.90135,-43.18016,2026-06-02 09:16:32-03:00,0,SR397,2026-06-02 09:16:42-03:00,2026-06-02 09:16:52-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,10.0,10.0
D33185,-22.84998,-43.38482,2026-06-02 09:11:09-03:00,0,798,2026-06-02 09:11:17-03:00,2026-06-02 09:11:45-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,8.0,28.0
C47472,-23.02991,-43.46947,2026-06-02 08:24:13-03:00,27,361,2026-06-02 08:24:20-03:00,2026-06-02 08:24:42-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,7.0,22.0
C47993,-22.90269,-43.17884,2026-06-02 08:49:14-03:00,10,2111,2026-06-02 08:49:25-03:00,2026-06-02 08:49:54-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,11.0,29.0
B28507,-22.78766,-43.18427,2026-06-02 08:26:03-03:00,0,321,2026-06-02 08:26:14-03:00,2026-06-02 08:26:17-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,11.0,3.0
A71556,-22.9245,-43.23315,2026-06-02 08:38:50-03:00,0,416,2026-06-02 08:38:59-03:00,2026-06-02 08:39:30-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,9.0,31.0
B58021,-22.84699,-43.26678,2026-06-02 08:21:34-03:00,15,625,2026-06-02 08:21:45-03:00,2026-06-02 08:22:14-03:00,2026-06-02 09:21:55,2026-06-02,8,21,Tuesday,11.0,29.0
B32526,-22.80594,-43.36194,2026-06-02 08:38:18-03:00,24,665,2026-06-02 08:38:29-03:00,2026-06-02 08:38:37-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,11.0,8.0
A29151,-22.91431,-43.17638,2026-06-02 09:10:16-03:00,25,292,2026-06-02 09:10:20-03:00,2026-06-02 09:10:46-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,4.0,26.0
B11614,-22.88938,-43.36194,2026-06-02 08:42:08-03:00,37,SV363,2026-06-02 08:42:12-03:00,2026-06-02 08:42:26-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,4.0,14.0
D33174,-22.87172,-43.41392,2026-06-02 08:30:10-03:00,18,731,2026-06-02 08:30:20-03:00,2026-06-02 08:30:29-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,10.0,9.0
D12128,-21.76534,-41.31021,2026-06-02 08:32:17-03:00,12,2335,2026-06-02 08:32:25-03:00,2026-06-02 08:32:44-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,8.0,19.0
C30366,-22.99628,-43.31286,2026-06-02 09:08:11-03:00,0,555,2026-06-02 09:08:15-03:00,2026-06-02 09:08:25-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,4.0,10.0
B71002,-22.90255,-43.27744,2026-06-02 08:41:22-03:00,14,457,2026-06-02 08:41:31-03:00,2026-06-02 08:41:31-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,9.0,0.0
B58057,-22.85051,-43.27721,2026-06-02 09:11:40-03:00,11,312,2026-06-02 09:11:48-03:00,2026-06-02 09:12:18-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,8.0,30.0
D86097,-22.97174,-43.58888,2026-06-02 08:53:35-03:00,0,867,2026-06-02 08:53:43-03:00,2026-06-02 08:54:05-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,8.0,22.0
C27166,-22.98506,-43.3661,2026-06-02 08:26:56-03:00,29,315,2026-06-02 08:27:05-03:00,2026-06-02 08:27:25-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,9.0,20.0
D53624,-22.89929,-43.67926,2026-06-02 09:01:44-03:00,0,SP759,2026-06-02 09:01:52-03:00,2026-06-02 09:02:03-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,8.0,11.0
B58084,-22.91558,-43.22823,2026-06-02 08:40:54-03:00,19,622,2026-06-02 08:41:01-03:00,2026-06-02 08:41:08-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,7.0,7.0
B63106,-22.90359,-43.18719,2026-06-02 08:55:20-03:00,12,107,2026-06-02 08:55:29-03:00,2026-06-02 08:55:43-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,9.0,14.0
D86084,-22.94758,-43.58036,2026-06-02 08:35:47-03:00,0,834,2026-06-02 08:35:56-03:00,2026-06-02 08:36:02-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,9.0,6.0
C27197,-22.84543,-43.30172,2026-06-02 09:05:42-03:00,9,355,2026-06-02 09:05:48-03:00,2026-06-02 09:05:50-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,6.0,2.0
C47581,-22.88189,-43.32997,2026-06-02 08:24:13-03:00,0,607,2026-06-02 08:24:20-03:00,2026-06-02 08:24:42-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,7.0,22.0
B31045,-22.98165,-43.19233,2026-06-02 09:14:45-03:00,0,484,2026-06-02 09:14:54-03:00,2026-06-02 09:15:14-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,9.0,20.0
C30180,-22.99925,-43.27079,2026-06-02 09:03:32-03:00,19,550,2026-06-02 09:03:38-03:00,2026-06-02 09:03:47-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,6.0,9.0
D13207,-22.87825,-43.49222,2026-06-02 08:34:07-03:00,19,803,2026-06-02 08:34:14-03:00,2026-06-02 08:34:28-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,7.0,14.0
C27161,-22.81914,-43.31938,2026-06-02 08:23:13-03:00,11,LECD142,2026-06-02 08:23:23-03:00,2026-06-02 08:23:48-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,10.0,25.0
C44539,-22.90088,-43.27873,2026-06-02 09:05:20-03:00,10,638,2026-06-02 09:05:29-03:00,2026-06-02 09:05:40-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,9.0,11.0
D86095,-22.90586,-43.56235,2026-06-02 08:56:14-03:00,0,857,2026-06-02 08:56:23-03:00,2026-06-02 08:56:39-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,9.0,16.0
C47970,-22.90701,-43.30848,2026-06-02 09:13:14-03:00,0,2614,2026-06-02 09:14:05-03:00,2026-06-02 09:14:35-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,51.0,30.0
C27052,-22.83244,-43.30899,2026-06-02 09:03:45-03:00,0,LECD144,2026-06-02 09:03:51-03:00,2026-06-02 09:04:18-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,6.0,27.0
