ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
B11643,-22.87767,-43.32507,2026-06-02 08:49:42-03:00,0,908,2026-06-02 08:49:52-03:00,2026-06-02 08:50:05-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,10.0,13.0
B71024,-22.9029,-43.24845,2026-06-02 09:16:30-03:00,20,239,2026-06-02 09:16:40-03:00,2026-06-02 09:16:47-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,10.0,7.0
C30105,-23.00801,-43.30396,2026-06-02 08:57:00-03:00,38,565,2026-06-02 08:58:02-03:00,2026-06-02 08:58:37-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,62.0,35.0
B28725,-22.8507,-43.24758,2026-06-02 08:46:22-03:00,4,2344,2026-06-02 08:46:31-03:00,2026-06-02 08:46:43-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,9.0,12.0
B25531,-22.91653,-43.23913,2026-06-02 09:17:10-03:00,3,232,2026-06-02 09:17:15-03:00,2026-06-02 09:17:18-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,5.0,3.0
D86193,-22.90386,-43.56363,2026-06-02 08:38:18-03:00,14,836,2026-06-02 08:38:21-03:00,2026-06-02 08:38:36-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,3.0,15.0
D86016,-22.87933,-43.50485,2026-06-02 08:25:48-03:00,0,SP864,2026-06-02 08:25:55-03:00,2026-06-02 08:26:14-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,7.0,19.0
D33202,-22.90291,-43.5646,2026-06-02 09:04:56-03:00,17,842,2026-06-02 09:05:06-03:00,2026-06-02 09:05:33-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,10.0,27.0
B31055,-22.96509,-43.18037,2026-06-02 08:30:50-03:00,18,SPB483,2026-06-02 08:30:59-03:00,2026-06-02 08:31:17-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,9.0,18.0
A50125,-23.01006,-43.36601,2026-06-02 08:49:26-03:00,47,302,2026-06-02 08:49:35-03:00,2026-06-02 08:49:44-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,9.0,9.0
B32585,-22.89907,-43.24054,2026-06-02 08:25:07-03:00,18,298,2026-06-02 08:25:16-03:00,2026-06-02 08:25:19-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,9.0,3.0
D86025,-22.95129,-43.65006,2026-06-02 09:00:00-03:00,9,897,2026-06-02 09:00:11-03:00,2026-06-02 09:00:16-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,5.0
D13179,-22.93862,-43.34701,2026-06-02 09:16:22-03:00,0,SV878,2026-06-02 09:16:33-03:00,2026-06-02 09:17:07-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,11.0,34.0
B27234,-22.85346,-43.26111,2026-06-02 08:52:06-03:00,0,630,2026-06-02 08:52:15-03:00,2026-06-02 08:52:29-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,9.0,14.0
C50177,-22.9094,-43.20934,2026-06-02 08:34:13-03:00,12,302,2026-06-02 08:34:17-03:00,2026-06-02 08:34:23-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,4.0,6.0
C27041,-22.90534,-43.18274,2026-06-02 09:19:24-03:00,0,355,2026-06-02 09:19:30-03:00,2026-06-02 09:19:40-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,6.0,10.0
B25522,-22.91707,-43.26213,2026-06-02 08:31:15-03:00,25,232,2026-06-02 08:31:21-03:00,2026-06-02 08:31:36-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,6.0,15.0
D53537,-22.90103,-43.55297,2026-06-02 08:57:57-03:00,0,786,2026-06-02 08:58:01-03:00,2026-06-02 08:58:28-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,4.0,27.0
D53527,-22.83123,-43.35136,2026-06-02 08:51:07-03:00,64,SR388,2026-06-02 08:51:14-03:00,2026-06-02 08:51:19-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,7.0,5.0
A29130,-22.98524,-43.2046,2026-06-02 08:48:43-03:00,0,584,2026-06-02 08:48:50-03:00,2026-06-02 08:49:18-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,7.0,28.0
D86226,-22.92556,-43.57105,2026-06-02 08:38:27-03:00,12,SV853,2026-06-02 08:38:31-03:00,2026-06-02 08:38:37-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,4.0,6.0
A72067,-22.91045,-43.18406,2026-06-02 09:17:47-03:00,5,006,2026-06-02 09:17:53-03:00,2026-06-02 09:17:58-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,6.0,5.0
D13127,-22.99334,-43.31085,2026-06-02 08:42:24-03:00,29,863,2026-06-02 08:42:31-03:00,2026-06-02 08:42:46-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,7.0,15.0
C30040,-22.98913,-43.36619,2026-06-02 08:55:02-03:00,8,565,2026-06-02 08:55:12-03:00,2026-06-02 08:55:33-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,10.0,21.0
D86211,-22.90246,-43.54896,2026-06-02 08:54:45-03:00,27,802,2026-06-02 08:54:47-03:00,2026-06-02 08:55:06-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,2.0,19.0
A48024,-22.91745,-43.19405,2026-06-02 08:27:33-03:00,16,426,2026-06-02 08:27:49-03:00,2026-06-02 08:28:00-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,16.0,11.0
B27151,-22.85218,-43.34855,2026-06-02 08:33:11-03:00,0,639,2026-06-02 08:33:16-03:00,2026-06-02 08:33:32-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,5.0,16.0
D33112,-22.88639,-43.6036,2026-06-02 08:51:55-03:00,2,804,2026-06-02 08:51:57-03:00,2026-06-02 08:52:10-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,2.0,13.0
D86021,-22.89656,-43.48742,2026-06-02 08:47:17-03:00,14,SP918,2026-06-02 08:47:21-03:00,2026-06-02 08:47:22-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,4.0,1.0
A72013,-22.91418,-43.18288,2026-06-02 09:05:00-03:00,11,410,2026-06-02 09:06:08-03:00,2026-06-02 09:06:13-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,68.0,5.0
A29179,-22.91702,-43.25442,2026-06-02 08:29:46-03:00,29,627,2026-06-02 08:29:54-03:00,2026-06-02 08:29:54-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,8.0,0.0
C50035,-22.96515,-43.27714,2026-06-02 08:44:52-03:00,38,645,2026-06-02 08:45:02-03:00,2026-06-02 08:45:08-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,10.0,6.0
B58009,-22.86495,-43.26885,2026-06-02 08:30:02-03:00,22,622,2026-06-02 08:30:11-03:00,2026-06-02 08:30:24-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,9.0,13.0
C47588,-22.95579,-43.17813,2026-06-02 08:38:25-03:00,20,554,2026-06-02 08:38:28-03:00,2026-06-02 08:38:36-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,3.0,8.0
A72059,-22.98184,-43.22375,2026-06-02 09:04:46-03:00,26,LECD131,2026-06-02 09:04:52-03:00,2026-06-02 09:05:12-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,6.0,20.0
A29123,-22.96261,-43.21119,2026-06-02 08:52:47-03:00,0,LECD133,2026-06-02 08:52:52-03:00,2026-06-02 08:52:53-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,5.0,1.0
B31055,-22.98334,-43.19265,2026-06-02 08:56:32-03:00,0,483,2026-06-02 08:56:45-03:00,2026-06-02 08:56:50-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,13.0,5.0
D86755,-23.00567,-43.28079,2026-06-02 08:28:12-03:00,59,2338,2026-06-02 08:28:23-03:00,2026-06-02 08:28:48-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,11.0,25.0
B25606,-22.9162,-43.22177,2026-06-02 09:06:58-03:00,0,SV606,2026-06-02 09:07:06-03:00,2026-06-02 09:07:25-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,8.0,19.0
C47872,-22.88175,-43.29425,2026-06-02 09:19:40-03:00,0,692,2026-06-02 09:19:53-03:00,2026-06-02 09:20:13-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,13.0,20.0
C30205,-22.97403,-43.33495,2026-06-02 09:00:10-03:00,7,550,2026-06-02 09:00:19-03:00,2026-06-02 09:00:41-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,9.0,22.0
D86147,-22.94432,-43.59454,2026-06-02 09:18:56-03:00,31,SV866,2026-06-02 09:19:02-03:00,2026-06-02 09:19:21-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,6.0,19.0
B32515,-22.88757,-43.24975,2026-06-02 08:25:08-03:00,50,298,2026-06-02 08:25:17-03:00,2026-06-02 08:25:19-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,9.0,2.0
D86085,-22.99374,-43.5962,2026-06-02 08:44:40-03:00,0,820,2026-06-02 08:44:45-03:00,2026-06-02 08:44:48-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,5.0,3.0
D33148,-22.83649,-43.34042,2026-06-02 09:19:20-03:00,40,756,2026-06-02 09:19:22-03:00,2026-06-02 09:19:30-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,2.0,8.0
B58029,-22.89743,-43.28325,2026-06-02 08:51:24-03:00,10,622,2026-06-02 08:51:31-03:00,2026-06-02 08:51:51-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,7.0,20.0
C27069,-22.83877,-43.31105,2026-06-02 09:18:26-03:00,14,775,2026-06-02 09:18:28-03:00,2026-06-02 09:18:38-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,2.0,10.0
B31163,-22.80901,-43.30789,2026-06-02 09:08:27-03:00,22,906,2026-06-02 09:08:29-03:00,2026-06-02 09:08:35-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,2.0,6.0
B27113,-22.90978,-43.17275,2026-06-02 09:00:29-03:00,0,265,2026-06-02 09:00:40-03:00,2026-06-02 09:00:42-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,2.0
A72081,-22.93311,-43.1835,2026-06-02 08:54:36-03:00,13,117,2026-06-02 08:54:40-03:00,2026-06-02 08:54:57-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,4.0,17.0
B31025,-22.83653,-43.28584,2026-06-02 09:17:39-03:00,0,GARAGEM,2026-06-02 09:17:42-03:00,2026-06-02 09:17:47-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,3.0,5.0
C47754,-22.90383,-43.18674,2026-06-02 09:20:13-03:00,7,348,2026-06-02 09:20:17-03:00,2026-06-02 09:20:44-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,4.0,27.0
C50141,-22.92088,-43.21823,2026-06-02 09:13:14-03:00,15,301,2026-06-02 09:13:23-03:00,2026-06-02 09:13:49-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,9.0,26.0
B71006,-22.91576,-43.23182,2026-06-02 08:48:13-03:00,6,457,2026-06-02 08:48:15-03:00,2026-06-02 08:48:40-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,2.0,25.0
C47810,-23.00145,-43.36452,2026-06-02 08:32:54-03:00,7,SV319,2026-06-02 08:33:01-03:00,2026-06-02 08:33:26-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,7.0,25.0
B58069,-22.85668,-43.26691,2026-06-02 08:27:33-03:00,0,312,2026-06-02 08:27:39-03:00,2026-06-02 08:27:51-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,6.0,12.0
A72104,-22.92296,-43.17238,2026-06-02 08:47:01-03:00,48,410,2026-06-02 08:48:27-03:00,2026-06-02 08:48:49-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,86.0,22.0
C50114,-23.01106,-43.36965,2026-06-02 08:53:40-03:00,12,302,2026-06-02 08:53:49-03:00,2026-06-02 08:53:50-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,9.0,1.0
B32679,-22.89009,-43.28186,2026-06-02 08:37:09-03:00,33,687,2026-06-02 08:37:15-03:00,2026-06-02 08:37:36-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,6.0,21.0
A71540,-22.90304,-43.17526,2026-06-02 09:17:10-03:00,2,100,2026-06-02 09:17:18-03:00,2026-06-02 09:17:48-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,8.0,30.0
A48140,-22.96631,-43.17896,2026-06-02 08:49:21-03:00,22,169,2026-06-02 08:51:28-03:00,2026-06-02 08:51:33-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,127.0,5.0
C47508,-22.91742,-43.27953,2026-06-02 08:54:49-03:00,36,600,2026-06-02 08:55:01-03:00,2026-06-02 08:55:33-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,12.0,32.0
B27020,-22.89985,-43.24089,2026-06-02 08:52:36-03:00,5,629,2026-06-02 08:52:42-03:00,2026-06-02 08:52:59-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,6.0,17.0
B25581,-22.91097,-43.22445,2026-06-02 08:47:29-03:00,8,606,2026-06-02 08:48:06-03:00,2026-06-02 08:48:18-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,37.0,12.0
D33076,-22.88397,-43.4947,2026-06-02 09:00:29-03:00,0,ESPECIAL,2026-06-02 09:00:38-03:00,2026-06-02 09:00:55-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,9.0,17.0
A48097,-22.92177,-43.22128,2026-06-02 08:25:17-03:00,20,426,2026-06-02 08:25:22-03:00,2026-06-02 08:25:26-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,5.0,4.0
D13128,-22.88604,-43.30235,2026-06-02 08:54:23-03:00,8,692,2026-06-02 08:54:31-03:00,2026-06-02 08:55:02-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,8.0,31.0
B28507,-22.85385,-43.23234,2026-06-02 09:18:33-03:00,46,321,2026-06-02 09:18:41-03:00,2026-06-02 09:18:58-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,8.0,17.0
C30092,-22.94782,-43.36024,2026-06-02 08:54:10-03:00,9,550,2026-06-02 08:54:20-03:00,2026-06-02 08:54:32-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,10.0,12.0
B71028,-22.90315,-43.29694,2026-06-02 08:56:42-03:00,35,238,2026-06-02 08:56:52-03:00,2026-06-02 08:57:21-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,10.0,29.0
D86229,-22.86947,-43.55437,2026-06-02 08:35:43-03:00,0,SV853,2026-06-02 08:35:47-03:00,2026-06-02 08:36:02-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,4.0,15.0
B58005,-22.8806,-43.26829,2026-06-02 09:01:41-03:00,27,625,2026-06-02 09:01:48-03:00,2026-06-02 09:02:05-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,7.0,17.0
B28738,-22.89976,-43.21138,2026-06-02 08:22:54-03:00,38,2344,2026-06-02 08:23:06-03:00,2026-06-02 08:23:13-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,12.0,7.0
C47510,-22.99998,-43.24334,2026-06-02 08:38:49-03:00,0,554,2026-06-02 08:38:59-03:00,2026-06-02 08:39:07-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,10.0,8.0
B27157,-22.81803,-43.32219,2026-06-02 08:58:14-03:00,27,LECD142,2026-06-02 08:58:21-03:00,2026-06-02 08:58:39-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,7.0,18.0
D33179,-22.87017,-43.46558,2026-06-02 08:39:05-03:00,0,812,2026-06-02 08:39:17-03:00,2026-06-02 08:39:46-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,12.0,29.0
D33164,-22.97946,-43.6899,2026-06-02 08:44:17-03:00,20,757,2026-06-02 08:44:24-03:00,2026-06-02 08:44:25-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,7.0,1.0
D33197,-22.86798,-43.34022,2026-06-02 09:16:56-03:00,46,SV777,2026-06-02 09:17:05-03:00,2026-06-02 09:17:26-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,9.0,21.0
A71544,-22.92465,-43.23271,2026-06-02 09:08:03-03:00,0,409,2026-06-02 09:08:12-03:00,2026-06-02 09:08:36-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,9.0,24.0
A50181,-22.9251,-43.23408,2026-06-02 09:20:24-03:00,0,608,2026-06-02 09:20:25-03:00,2026-06-02 09:20:28-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,1.0,3.0
C30368,-22.92571,-43.3152,2026-06-02 09:18:17-03:00,0,766,2026-06-02 09:18:39-03:00,2026-06-02 09:19:12-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,22.0,33.0
B71136,-22.91091,-43.17473,2026-06-02 08:49:23-03:00,6,239,2026-06-02 08:50:18-03:00,2026-06-02 08:50:43-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,55.0,25.0
C30194,-23.00707,-43.31173,2026-06-02 08:35:45-03:00,5,SPB550,2026-06-02 08:35:48-03:00,2026-06-02 08:36:02-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,3.0,14.0
A48018,-22.9718,-43.18772,2026-06-02 08:22:09-03:00,5,539,2026-06-02 08:22:24-03:00,2026-06-02 08:22:53-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,15.0,29.0
A29130,-22.96905,-43.1866,2026-06-02 08:37:26-03:00,0,584,2026-06-02 08:37:37-03:00,2026-06-02 08:38:04-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,11.0,27.0
D33012,-22.90728,-43.19706,2026-06-02 08:34:30-03:00,27,397,2026-06-02 08:34:40-03:00,2026-06-02 08:34:57-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,10.0,17.0
B32574,-22.89461,-43.23858,2026-06-02 09:02:50-03:00,0,298,2026-06-02 09:02:55-03:00,2026-06-02 09:03:09-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,5.0,14.0
D86140,-22.92457,-43.55187,2026-06-02 08:36:21-03:00,7,836,2026-06-02 08:36:25-03:00,2026-06-02 08:36:34-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,4.0,9.0
B28610,-22.90881,-43.17103,2026-06-02 08:46:41-03:00,0,321,2026-06-02 08:46:52-03:00,2026-06-02 08:47:14-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,11.0,22.0
B58006,-22.84889,-43.27011,2026-06-02 08:51:01-03:00,37,313,2026-06-02 08:51:10-03:00,2026-06-02 08:51:21-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,9.0,11.0
B31019,-22.88599,-43.22897,2026-06-02 09:15:38-03:00,0,483,2026-06-02 09:15:49-03:00,2026-06-02 09:16:15-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,11.0,26.0
B32771,-22.90975,-43.20016,2026-06-02 09:12:52-03:00,11,323,2026-06-02 09:12:56-03:00,2026-06-02 09:13:07-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,4.0,11.0
C30188,-22.99524,-43.35943,2026-06-02 08:54:04-03:00,17,900,2026-06-02 08:54:10-03:00,2026-06-02 08:54:31-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,6.0,21.0
D33383,-22.87871,-43.56287,2026-06-02 09:05:37-03:00,38,753,2026-06-02 09:05:49-03:00,2026-06-02 09:06:04-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,12.0,15.0
A72047,-22.92398,-43.19828,2026-06-02 09:01:34-03:00,29,410,2026-06-02 09:01:42-03:00,2026-06-02 09:02:06-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,8.0,24.0
A48140,-22.96382,-43.17393,2026-06-02 08:52:44-03:00,16,169,2026-06-02 08:52:52-03:00,2026-06-02 08:53:05-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,8.0,13.0
D86186,-22.90792,-43.56457,2026-06-02 08:42:30-03:00,14,884,2026-06-02 08:42:37-03:00,2026-06-02 08:42:45-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,7.0,8.0
SOS ONIBUS,-22.89883,-43.25236,2026-06-02 08:36:50-03:00,35,1 GAR,2026-06-02 08:37:04-03:00,2026-06-02 08:37:05-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,14.0,1.0
C47512,-22.93855,-43.34787,2026-06-02 08:30:09-03:00,3,692,2026-06-02 08:30:20-03:00,2026-06-02 08:30:52-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,11.0,32.0
B28734,-22.9054,-43.19225,2026-06-02 09:04:07-03:00,24,2343,2026-06-02 09:04:10-03:00,2026-06-02 09:04:38-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,3.0,28.0
A72017,-22.91274,-43.18399,2026-06-02 09:14:03-03:00,0,410,2026-06-02 09:14:10-03:00,2026-06-02 09:14:24-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,7.0,14.0
A29026,-22.86707,-43.27069,2026-06-02 08:52:36-03:00,0,711,2026-06-02 08:52:41-03:00,2026-06-02 08:52:53-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,5.0,12.0
SOS ONIBUS,-22.88878,-43.26671,2026-06-02 08:29:18-03:00,5,1 GAR,2026-06-02 08:29:29-03:00,2026-06-02 08:29:56-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,11.0,27.0
B28558,-22.81279,-43.20774,2026-06-02 08:56:57-03:00,0,696,2026-06-02 08:57:07-03:00,2026-06-02 08:57:27-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,10.0,20.0
C47478,-22.98357,-43.19181,2026-06-02 08:58:02-03:00,25,553,2026-06-02 08:58:12-03:00,2026-06-02 08:58:37-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,10.0,25.0
A29124,-22.89988,-43.22899,2026-06-02 08:30:13-03:00,0,474,2026-06-02 08:30:16-03:00,2026-06-02 08:30:24-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,3.0,8.0
A71600,-22.9013,-43.1792,2026-06-02 09:20:56-03:00,1,100,2026-06-02 09:21:06-03:00,2026-06-02 09:21:23-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,10.0,17.0
B32726,-22.81452,-43.18722,2026-06-02 08:42:21-03:00,0,TREINO,2026-06-02 08:42:24-03:00,2026-06-02 08:42:26-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,3.0,2.0
C30050,-22.97235,-43.33099,2026-06-02 08:32:39-03:00,0,557,2026-06-02 08:32:49-03:00,2026-06-02 08:32:56-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,10.0,7.0
B25542,-22.91689,-43.26086,2026-06-02 08:33:33-03:00,12,606,2026-06-02 08:33:38-03:00,2026-06-02 08:33:38-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,5.0,0.0
C47625,-22.90099,-43.17976,2026-06-02 08:37:08-03:00,0,341,2026-06-02 08:37:13-03:00,2026-06-02 08:37:35-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,5.0,22.0
D13063,-22.87538,-43.44819,2026-06-02 08:45:05-03:00,18,803,2026-06-02 08:45:11-03:00,2026-06-02 08:45:18-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,6.0,7.0
B71074,-22.90478,-43.18308,2026-06-02 08:23:09-03:00,0,247,2026-06-02 08:23:21-03:00,2026-06-02 08:23:38-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,12.0,17.0
A72067,-22.90808,-43.18497,2026-06-02 09:16:10-03:00,20,006,2026-06-02 09:16:18-03:00,2026-06-02 09:16:27-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,8.0,9.0
C47508,-22.91883,-43.25208,2026-06-02 09:04:47-03:00,23,600,2026-06-02 09:04:52-03:00,2026-06-02 09:05:18-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,5.0,26.0
D33259,-22.85415,-43.47034,2026-06-02 08:28:27-03:00,9,764,2026-06-02 08:28:30-03:00,2026-06-02 08:28:56-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,3.0,26.0
C30179,-22.99273,-43.25185,2026-06-02 08:34:20-03:00,13,550,2026-06-02 08:34:25-03:00,2026-06-02 08:35:00-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,5.0,35.0
C47624,-22.92298,-43.30339,2026-06-02 09:06:11-03:00,24,306,2026-06-02 09:06:39-03:00,2026-06-02 09:06:52-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,28.0,13.0
D86140,-22.92243,-43.55111,2026-06-02 08:34:18-03:00,7,836,2026-06-02 08:34:22-03:00,2026-06-02 08:34:29-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,4.0,7.0
B51640,-22.8854,-43.30088,2026-06-02 08:25:33-03:00,0,624,2026-06-02 08:25:44-03:00,2026-06-02 08:25:57-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,11.0,13.0
B58082,-22.8693,-43.2585,2026-06-02 08:32:15-03:00,31,625,2026-06-02 08:32:27-03:00,2026-06-02 08:32:58-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,12.0,31.0
C47856,-22.94011,-43.33842,2026-06-02 09:06:37-03:00,7,692,2026-06-02 09:06:49-03:00,2026-06-02 09:07:22-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,12.0,33.0
C47561,-23.00178,-43.36468,2026-06-02 08:34:00-03:00,17,553,2026-06-02 08:34:05-03:00,2026-06-02 08:34:28-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,5.0,23.0
D86750,-23.00049,-43.34546,2026-06-02 08:41:37-03:00,14,2803,2026-06-02 08:41:43-03:00,2026-06-02 08:42:13-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,6.0,30.0
B44588,-22.87267,-43.34394,2026-06-02 08:20:59-03:00,40,638,2026-06-02 08:22:04-03:00,2026-06-02 08:22:31-03:00,2026-06-02 09:21:55,2026-06-02,8,20,Tuesday,65.0,27.0
B58071,-22.90421,-43.21497,2026-06-02 08:23:35-03:00,18,312,2026-06-02 08:24:35-03:00,2026-06-02 08:24:47-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,60.0,12.0
D13082,-22.99354,-43.31086,2026-06-02 09:14:36-03:00,5,878,2026-06-02 09:14:39-03:00,2026-06-02 09:15:05-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,3.0,26.0
